type	study.phs_accession	sample.sample_id	file_id	file_name	file_type	file_size	md5sum	experimental_strategy_and_data_subtypes	entityId	file_description	file_url_in_cds	submission_version	checksum_value	checksum_algorithm	crdc_id	file_mapping_level	release_datetime	is_supplementary_file
file	phs002371	HTA11_11092_2000009901		10169-XZ-0098_S1_L005_R1_001.fastq.gz	FASTQ	2213443817	7f7abf590d3c5f1cbd1db6b4f3c6925c	WXS; RNA-Seq	syn55258740									
file	phs002371	HTA11_11092_2000009901		10169-XZ-0098_S1_L005_R2_001.fastq.gz	FASTQ	2296928993	759607716a1d04bac4ee365366d63437	WXS; RNA-Seq	syn55258743									
file	phs002371	HTA11_11156_2000009901		10169-XZ-0099_S1_L005_R1_001.fastq.gz	FASTQ	2664203295	be45eb005bade30acdc91ef7c78a08e4	WXS; RNA-Seq	syn55258747									
file	phs002371	HTA11_11156_2000009901		10169-XZ-0099_S1_L005_R2_001.fastq.gz	FASTQ	2772521456	467a6673a4b7783925cef054b7214da6	WXS; RNA-Seq	syn55258751									
file	phs002371	HTA11_11167_2000009901		10169-XZ-0100_S1_L005_R1_001.fastq.gz	FASTQ	2768667945	62a81d7e0184e8e5a7091ec5cfdfea37	WXS; RNA-Seq	syn55258754									
file	phs002371	HTA11_11167_2000009901		10169-XZ-0100_S1_L005_R2_001.fastq.gz	FASTQ	2906851770	078857d348892d6815a49e248ba47b54	WXS; RNA-Seq	syn55258757									
file	phs002371	HTA11_11275_2000009901		10169-XZ-0101_S1_L005_R1_001.fastq.gz	FASTQ	3421932254	910928b0c685ca55f9e36115dbf4d22a	WXS; RNA-Seq	syn55258762									
file	phs002371	HTA11_11275_2000009901		10169-XZ-0101_S1_L005_R2_001.fastq.gz	FASTQ	3627158903	334070e4be4c7d52d263e31b5ac22265	WXS; RNA-Seq	syn55258766									
file	phs002371	HTA11_11543_2000009901		10169-XZ-0102_S1_L005_R1_001.fastq.gz	FASTQ	1642498743	3cfd0574a885e295b11a1828ff7a4f7e	WXS; RNA-Seq	syn55258769									
file	phs002371	HTA11_11543_2000009901		10169-XZ-0102_S1_L005_R2_001.fastq.gz	FASTQ	1690845009	a2ecc27c371945f42d57d5e30635e4ca	WXS; RNA-Seq	syn55258772									
file	phs002371	HTA11_12090_2000009901		10169-XZ-0103_S1_L005_R1_001.fastq.gz	FASTQ	2019261298	9e6ac0c600de12ac7387849d3bebbdc9	WXS; RNA-Seq	syn55258775									
file	phs002371	HTA11_12090_2000009901		10169-XZ-0103_S1_L005_R2_001.fastq.gz	FASTQ	2124759041	b6be536a235aeed276f11aa5b894a0fa	WXS; RNA-Seq	syn55258778									
file	phs002371	HTA11_12187_2000009901		10169-XZ-0104_S1_L005_R1_001.fastq.gz	FASTQ	2409632243	7a0f674fee654386bef064ee6724abec	WXS; RNA-Seq	syn55258781									
file	phs002371	HTA11_12187_2000009901		10169-XZ-0104_S1_L005_R2_001.fastq.gz	FASTQ	2534994071	e21d9b15df81065ee55129b158af6bcc	WXS; RNA-Seq	syn55258784									
file	phs002371	HTA11_12480_2000009901		10169-XZ-0105_S1_L005_R1_001.fastq.gz	FASTQ	2171998417	0ccf1c1e6cf3c3fe4c35f95417720339	WXS; RNA-Seq	syn55258788									
file	phs002371	HTA11_12480_2000009901		10169-XZ-0105_S1_L005_R2_001.fastq.gz	FASTQ	2283440075	a91802531e3c9672f9ce295d1a128843	WXS; RNA-Seq	syn55258791									
file	phs002371	HTA11_12542_2000009901		10169-XZ-0106_S1_L005_R1_001.fastq.gz	FASTQ	2492815342	4315f58944c7dcad39d3ce694eb40e13	WXS; RNA-Seq	syn55258793									
file	phs002371	HTA11_12542_2000009901		10169-XZ-0106_S1_L005_R2_001.fastq.gz	FASTQ	2591924940	f216f996b861f49840a4d27444cc4278	WXS; RNA-Seq	syn55258797									
file	phs002371	HTA11_12900_2000009901		10169-XZ-0107_S1_L005_R1_001.fastq.gz	FASTQ	1940681366	9d2538c6d2250c6bcd6d6a3e86bbd902	WXS; RNA-Seq	syn55258802									
